VCNSPD-NA2,1,CEVTM1A,27,PADON  ,30615,40
VCNSPP-LB2,1,CEVTM1A,14,PAPUE  ,18665,40
VCNSSP-LB2,1,CEVTM1A,24,AVE3CSA,23778,40
VCN8EM-NA1,1,CEVTM1A,7,ESTAMAA,4098,40
VDISCE-NA2,1,PARED2A,19,BVVCS2A,21185,40
VDISEM-PT1,1,PARED2A,27,ESTAMAA,29786,40
VDISPC-PT1,1,PARED2A,27,PACHO  ,33929,40
VECMC-R,1,MERMACA,43,VERAN3A,17565,40
VECNAL-NA1,1,ESTACAA,18,ALBROCA,23000,40
VECNEM-NA1,1,ESTACAA,26,ESTAMAA,21384,40
VECNPC-NA1,1,ESTACAA,19,PACHO  ,24774,40
VEMSP4-NA2,1,ESTAMAA,41,PPAPC1A,40395,40
VEMSP6-CR2,1,ESTAMAA,21,PREAL2A,27145,50
VEMSVL-CR2,1,ESTAMAA,13,VERDB2A,18117,40
VEMSXA-CR2,1,ESTAMAA,21,139TM2A,21568,40
VEM4PC-NA1,1,ESTAMAA,2,PACHO  ,4414,40
VEM4PT-NA1,1,ESTAMAA,7,PAICT1A,4146,60
VEM4PU-NA1,1,ESTAMAA,7,URRACCA,4624,60
VEPNPC-NA1,1,PODERTA,8,PACHO  ,21528,40
VCN8MC-NA1,1,CEVTM1A,7,MERMACA,4111,60
VCXAPG-NA2,1,PENAB2A,8,PAGMN1A,2737,50
VCXAP2-NA2,1,PENAB2A,15,ESTAPEA,5285,40
VCXASI-NA2,1,PENAB2A,18,YSAJO1A,6345,40
VCXEES-NA2,1,PENAB2A,16,ESTASIA,5994,40
VDISPH-PT1,1,PARED2A,27,PACUR  ,32625,40
VDISPU-PT1,1,PARED2A,23,URRACCA,27622,60
VDISVV-PT1,1,PARED2A,24,VVETK2A,28983,60
VDI5CP-NA2,1,PARED2A,18,CPRAD1A,9250,30
VECNPH-NA1,1,ESTACAA,18,PACUR  ,20136,40
VECRAE-NA2,1,ESTACAA,21,ESTAN2A,8992,60
VECREA-NA2,1,ESTACAA,12,AMANE1A,4028,40
VECRPO-NA2,1,ESTACAA,19,PAOJO  ,8601,40
VECRSB-NA2,1,ESTACAA,18,ESTSI2A,9494,60
VECZPB-NA2,1,ESTACAA,2,PACAB  ,70,40
VEPPPB-NA2,1,PODERTA,21,PACAB  ,9205,40
VEPPSB-NA2,1,PODERTA,13,ESTSI2A,3685,60
VEPZM1-NA2,1,PODERTA,13,MANOP1A,4453,40
VEPZPO-NA2,1,PODERTA,16,PAOJO  ,5423,40
VEPZST-NA2,1,PODERTA,2,ESTASLA,520,40
VEPZTE-NA2,1,PODERTA,2,ESTATCA,734,40
VEPZV1-NA2,1,PODERTA,13,VALLE1A,4071,30
VERDCP-NA2,1,ESTAPAA,5,CPRAD1A,2521,30
VERDCU-NA2,1,ESTAPAA,4,CIRCU2A,3679,40
VERDDB-NA2,1,ESTAPAA,4,CAL1C1A,2242,40
VCXHC1-NA2,1,PENAB2A,25,CONCE1A,9921,40
VCXHJV-NA2,1,PENAB2A,22,JJVAL1A,8672,60
VCXSAL-PT1,1,PENAB2A,24,ALBROCA,31069,40
VDI5ER-NA2,1,PARED2A,20,ESTAPAA,10572,40
VDI5PP-NA2,1,PARED2A,30,PAPUE  ,16272,40
VDI5VL-NA2,1,PARED2A,28,VERDB2A,13670,40
VEC0AZ-NA2,1,ESTACAA,5,EALCDIA,2025,30
VEC0BN-NA2,1,ESTACAA,22,DONBN2A,10143,60
VEC0CH-NA2,1,ESTACAA,40,CHAGR1A,23048,60
VEDIPT-NA1,1,DORAD1A,16,PAICT1A,11442,60
VEDLAL-NA1,1,DORAD1A,2,ALBROCA,8781,40
VCAAP2-NA2,1,PENAB1A,13,ESTAPEA,4616,40
VCABPD-NA2,1,PENAB1A,18,PADON  ,6676,40
VCADE1-NA2,1,PENAB1A,17,ESTLP2A,9353,40
VCASAL-PT1,1,PENAB1A,22,ALBROCA,30007,40
VCASBV-NA2,1,PENAB1A,13,BVVCS1A,17618,40
VCXSA3-PT1,1,PENAB2A,25,ADETM2A,26373,60
VCXSBV-NA2,1,PENAB2A,14,BVVCS1A,18008,40
VCXSCE-NA2,1,PENAB2A,14,BVVCS2A,17489,40
VCXSC5-PT1,1,PENAB2A,17,HSBCL3A,23964,60
VCXSEL-NA2,1,PENAB2A,23,ETBVE2A,19992,40
VDI6P2-NA2,1,PARED2A,19,ESTAPEA,9012,40
VDOBES-NA2,1,ESTA24A,13,ESTASIA,4987,40
VDOBPD-NA2,1,ESTA24A,8,PADON  ,2097,40
VDOSCE-NA2,1,ESTA24A,16,BVVCS2A,19808,40
VDOSEM-PT1,1,ESTA24A,24,ESTAMAA,28409,40
VEDLA2-NA1,1,DORAD1A,3,AMELI3A,9993,40
VEDLEM-NA1,1,DORAD1A,11,ESTAMAA,8168,40
VEDLMC-NA1,1,DORAD1A,11,MERMACA,7781,60
VEDLPC-NA1,1,DORAD1A,3,PACHO  ,10570,40
VEDLPH-NA1,1,DORAD1A,2,PACUR  ,5912,40
VEDME3-NA1,1,DORAD1A,8,ESTICAA,4209,40
VEDME4-NA1,1,DORAD1A,9,ESTVARA,3657,40
VEJJJ2-NA2,1,ESTAD1A,2,ESTAD2A,705,40
VEJUPP-NA2,1,ESTAD1A,10,PAPUE  ,4367,40
VCASCE-NA2,1,PENAB1A,13,BVVCS2A,17099,40
VCASEM-PT1,1,PENAB1A,21,ESTAMAA,25700,40
VCASPC-PT1,1,PENAB1A,21,PACHO  ,29843,40
VCASPH-PT1,1,PENAB1A,21,PACUR  ,28539,40
VCXSEM-PT1,1,PENAB2A,22,ESTAMAA,26090,40
VCXSMC-PT1,1,PENAB2A,22,MERMACA,26103,60
VCXSPC-PT1,1,PENAB2A,22,PACHO  ,30233,40
VCXSPH-PT1,1,PENAB2A,23,PACUR  ,29601,40
VDOSPC-PT1,1,ESTA24A,24,PACHO  ,32552,40
VDOSPH-PT1,1,ESTA24A,25,PACUR  ,31920,40
VDO5E1-NA2,1,ESTA24A,20,ESTLP2A,12062,40
VAMROPO-N2,1,VBOCB1A,28,PAOJO  ,12095,40
VAMROSB-N2,1,AMANE2A,28,ESTSI2A,12988,60
VA2AAED-N1,1,AMELI3A,3,DORAD1A,10166,60
VA2CLAL-N1,1,AMELI3A,3,ALBROCA,4769,40
VA2CLEM-N1,1,AMELI3A,3,ESTAMAA,3632,40
VA2CLPC-N1,1,AMELI3A,2,PACHO  ,577,40
VA2CLPH-N1,1,AMELI3A,3,PACUR  ,5787,40
VA4AIPC-N1,1,ADETM1A,10,PACHO  ,12850,40
VA4CNPB-P2,1,ADETM1A,18,PACAB  ,16315,40
VA4CNPO-P2,1,ADETM1A,5,PAOJO  ,10470,40
VCA5C1-NA2,1,PENAB1A,20,CONCE1A,8975,40
VCA5DB-NA2,1,PENAB1A,16,CAL1C1A,8481,40
VCA5PP-NA2,1,PENAB1A,23,PAPUE  ,12186,40
VCA7ER-NA2,1,PENAB1A,14,ESTAPAA,6275,40
VCEDPP-NA2,1,CVITM2A,2,PAPUE  ,196,40
VAMCNPH-N1,1,AMANE2A,28,PACUR  ,23630,40
VAMINEA-N2,1,AMANE2A,2,AMANE1A,46,40
VCXSVV-PT1,1,PENAB2A,19,VVETK2A,25287,60
VCXUEB-NA2,1,PENAB2A,39,ETBVE1A,15574,60
VCXZCA-NA2,1,PENAB2A,2,PENAB1A,390,40
VCX1DI-NA2,1,PENAB2A,7,PARED2A,3647,60
VCX1DO-NA2,1,PENAB2A,10,ESTA24A,5024,60
VCX1PD-NA2,1,PENAB2A,8,PADON  ,3847,40
VDO5PP-NA2,1,ESTA24A,26,PAPUE  ,14895,40
VDXBPD-NA1,1,ESTADAA,7,PADON  ,2405,40
VDXNPH-NA1,1,ESTADAA,6,PACUR  ,30662,40
VDXSPC-NA1,1,ESTADAA,23,PACHO  ,32148,40
VDX5PP-NA2,1,ESTADAA,25,PAPUE  ,14491,40
VA4CNPP-P2,1,ADETM1A,6,PAPUE  ,20321,40
VA4CNSB-P2,1,ADETM1A,6,ESTSI2A,10120,60
VA4CSBV-N2,1,ADETM1A,10,BVVCS1A,11754,40
VA4CSCE-P2,1,ADETM1A,11,BVVCS2A,12348,40
VEMAL-DI,1,VERAN3A,38,ALBROCC,19309,40
VAMROAE-N2,1,AMANE2A,31,ESTAN2A,12486,60
VAMROCR-N2,1,AMANE2A,13,CABTK2A,5533,60
VAMROEC-N2,1,AMANE2A,11,ESTACAA,4238,40
VAMROPB-N2,1,AMANE2A,11,PACAB  ,4440,40
VCHZCH-NA2,1,CHAGR2A,2,CHAGR1A,4747,60
VCX5DB-NA2,1,PENAB2A,17,CAL1C1A,8871,40
VCX5E1-NA2,1,PENAB2A,18,ESTLP2A,9743,40
VCX5SP-NA2,1,PENAB2A,22,AVE3CSA,12465,40
VM3YLR-NA2,1,VBEMN1A,19,PUEBL4A,10278,60
VM3YPP-NA2,1,MAINT2A,25,PAPUE  ,12986,40
VM3YVL-NA2,1,MAINT2A,24,VERDB2A,10599,60
VM3ZMX-NA2,1,MAINT2A,4,MAINT1A,1210,40
VERWSI-NA2,1,NAZPE2A,8,YSAJO1A,3244,40
VESAP2-NA2,1,ESTASIA,29,ESTAPEA,10593,40
VESECA-NA2,1,ESTASIA,17,PENAB1A,5977,40
VESEMX-NA2,1,ESTASIA,18,MAINT1A,6387,40
VE3NTE-NA2,1,SANTA2A,17,ESTATCA,17118,40
VE3NVE-NA2,1,ESTICAA,9,VERAN3A,13778,40
VE3NV1-NA2,1,ESTICAA,9,VALLE1A,16764,30
VE3SBV-NA2,1,ESTICAA,8,BVVCS1A,9815,40
VE3SCA-NA2,1,ESTICAA,19,PENAB1A,26103,40
VE3SCE-NA2,1,ESTICAA,9,BVVCS2A,10409,40
VE3SDB-CR2,1,ESTICAA,24,CAL1C1A,22424,40
VMANAL-NA1,1,VILCB1A,9,ALBROCA,19735,40
VMANA3-NA1,1,MANOP2A,10,ADETM2A,15163,60
VMANC5-NA1,1,MANOP2A,12,HSBCL3A,17636,60
VMANEM-NA1,1,MANOP2A,17,ESTAMAA,18119,40
VMANMC-NA1,1,MANOP2A,16,MERMACA,18498,60
VMANPC-NA1,1,MANOP2A,15,PACHO  ,21456,40
VMANPH-NA1,1,MANOP2A,9,PACUR  ,16871,40
VM31DR-NA2,1,MAINT2A,9,PARED1A,4792,60
VM31PD-NA2,1,MAINT2A,9,PADON  ,4257,40
VM35VL-NA2,1,MAINT2A,24,VERDB2A,10599,40
VNIBDI-NA2,1,NVAES1A,13,PARED2A,6755,60
VNIBPD-NA2,1,NVAES1A,14,PADON  ,6955,40
VESSA3-NA1,1,ESTASIA,39,ADETM2A,32211,60
VESSBV-NA2,1,ESTASIA,28,BVVCS1A,23846,40
VESSCE-NA2,1,ESTASIA,28,BVVCS2A,23327,40
VE3SDI-NA2,1,ESTICAA,25,PARED2A,29408,60
VE3SEL-NA2,1,ESTICAA,14,ETBVE2A,12809,40
VE3SER-LB2,1,ESTICAA,21,ESTAPAA,19767,40
VE3SPD-NA2,1,ESTICAA,26,PADON  ,29608,40
VMANVV-NA1,1,MANOP2A,10,VVETK2A,17228,60
VMAPAC-NA2,1,MANOP2A,19,ESTAN1A,7377,60
VMAPAE-NA2,1,MANOP2A,20,ESTAN2A,7601,60
VNISBV-NA2,1,NVAES1A,23,BVVCS1A,25162,40
VNISCE-NA2,1,NVAES1A,23,BVVCS2A,24643,40
VNISPC-PT1,1,NVAES1A,31,PACHO  ,37387,40
VESSC5-NA1,1,ESTASIA,31,HSBCL3A,29802,60
VESSEL-NA2,1,ESTASIA,37,ETBVE2A,25830,40
VE3SPP-LB2,1,ESTICAA,13,PAPUE  ,17658,40
VE3SSI-CR2,1,ESTICAA,25,YSAJO1A,23435,40
VE3SSP-LB2,1,ESTICAA,23,AVE3CSA,22771,40
VE34A2-NA1,1,ESTICAA,4,AMELI3A,5786,40
VE34EM-NA1,1,ESTICAA,6,ESTAMAA,3091,40
VE34MC-NA1,1,ESTICAA,6,MERMACA,3104,60
VE34PC-NA1,1,ESTICAA,4,PACHO  ,7234,40
VE34PH-NA1,1,ESTICAA,5,PACUR  ,5147,40
VE34PT-NA1,1,ESTICAA,6,PAICT1A,3982,60
VMAPAZ-NA2,1,MANOP2A,26,EALCDIA,12920,30
VMAPBN-NA2,1,MANOP2A,43,DONBN2A,21038,60
VMAPEC-NA2,1,MANOP2A,23,ESTACAA,10905,40
VNISPH-PT1,1,NVAES1A,31,PACUR  ,36083,40
VNI5PP-NA2,1,NVAES1A,33,PAPUE  ,19730,40
VNRBDO-NA2,1,NVAES2A,9,ESTA24A,5760,60
VNRBDR-NA2,1,NVAES2A,7,PARED1A,5118,60
VNRBNI-NA2,1,NVAES2A,2,NVAES1A,925,60
VNRBPD-NA2,1,NVAES2A,15,PADON  ,7880,40
VNRBP4-NA2,1,NVAES2A,11,PPAPC1A,6631,40
VESSEM-NA1,1,ESTASIA,36,ESTAMAA,31928,40
VESSL2-NA1,1,ESTASIA,37,LPAVA2A,31833,60
VESSMC-NA1,1,ESTASIA,36,MERMACA,31941,60
VE4MED-NA1,1,ESTVARA,11,DORAD1A,5246,60
VE4VAL-NA1,1,ESTVARA,11,ALBROCA,8836,40
VE4VE3-NA1,1,ESTVARA,4,ESTICAA,981,40
VE44A2-NA1,1,ESTVARA,9,AMELI3A,6767,40
VE44EM-NA1,1,ESTVARA,9,ESTAMAA,4072,40
VE44PC-NA1,1,ESTVARA,9,PACHO  ,8215,40
VE44PH-NA1,1,ESTVARA,8,PACUR  ,6128,40
VE44PT-NA1,1,ESTVARA,9,PAICT1A,4963,60
VGERPO-NA2,1,GESTATA,9,PAOJO  ,3697,40
VMAPLA-NA2,1,MANOP2A,18,ANDESLA,7773,30
VMAPPB-NA2,1,MANOP2A,23,PACAB  ,10975,40
VMAPPF-NA2,1,MANOP2A,30,PBAVE1A,13267,40
VPBNED-NA1,1,ZAITK1A,18,DORAD1A,17219,60
VPBNEM-NA1,1,PACAB  ,26,ESTAMAA,21414,40
VPBNE3-NA1,1,PACAB  ,20,ESTICAA,21691,40
VPBNE4-NA1,1,PACAB  ,19,ESTVARA,20710,40
VESSPC-NA1,1,ESTASIA,36,PACHO  ,36071,40
VESSPH-NA1,1,ESTASIA,37,PACUR  ,35439,40
VGERSB-NA2,1,GESTATA,12,ESTSI2A,4638,60
VGETPD-NA2,1,GESTATA,23,PADON  ,24027,40
VGOKLG-NA2,1,ALLSB1A,2,PALAG  ,0,60
VGOZPK-NA2,1,ALLSB1A,3,PAACO  ,3337,60
VITPO,1,VILRICA,36,VILRICA,14122,40
VJIJJR-NA2,1,ESTAJ1A,10,ESTAJ2A,4974,60
VMAPPO-NA2,1,MANOP2A,18,PAOJO  ,7210,40
VMAPSB-NA2,1,MANOP2A,16,ESTSI2A,5472,60
VMAPVE-NA2,1,MANOP2A,19,VERAN3A,7392,40
VNR5CP-NA2,1,LOMPA1A,26,CPRAD1A,16401,30
VNR5LR-NA2,1,NVAES2A,28,PUEBL4A,17947,60
VESSPU-NA1,1,ESTASIA,32,URRACCA,29764,60
VESSVV-NA1,1,ESTASIA,33,VVETK2A,31300,60
VJIUPP-NA2,1,ESTAJ1A,10,PAPUE  ,4367,40
VLAFV1-NA2,1,ANDESLA,17,VALLE1A,6649,30
VLANEP-NA2,1,ANDESLA,20,PODERTA,6734,40
VLANM1-NA2,1,ANDESLA,17,MANOP1A,6353,40
VLANPC-NA1,1,ANDESLA,19,PACHO  ,19880,40
VMAPVR-NA2,1,MANOP2A,26,VILRICA,11719,40
VMAZEP-NA2,1,MANOP2A,12,PODERTA,4522,40
VMAZM1-NA2,1,MANOP2A,2,MANOP1A,658,40
VMAZST-NA2,1,MANOP2A,12,ESTASLA,4489,40
VMAZTE-NA2,1,MANOP2A,12,ESTATCA,3762,40
VMAZV1-NA2,1,MANOP2A,15,VALLE1A,5841,30
VMCCC5-NA1,1,MERMACA,9,HSBCL3A,5440,60
VMCKE4-NA1,1,MERMACA,10,ESTVARA,6092,40
VA4TMPH-N1,1,ADETM1A,7,PACUR  ,5806,40
VPBFPN-NA2,1,POLIC1A,15,POLIC1A,8149,30
VPBFP7-NA2,1,PACAB  ,14,POLSI2A,7416,30
VPBFST-NA2,1,PACAB  ,21,ESTASLA,9486,40
VPBFS1-NA2,1,PACAB  ,14,ETAP11A,7746,40
VESUC1-NA2,1,ESTASIA,35,CONCE1A,15353,40
VESUJ2-NA2,1,ESTASIA,38,ESTAD2A,16680,40
VLANPH-NA1,1,ANDESLA,13,PACUR  ,15295,40
VLANST-NA2,1,ANDESLA,21,ESTASLA,6593,40
VLANTE-NA2,1,ANDESLA,20,ESTATCA,7085,40
VLARAE-NA2,1,ANDESLA,10,ESTAN2A,1847,60
VLAREC-NA2,1,ANDESLA,25,ESTACAA,9431,40
VMCKVV-NA1,1,MERMACA,4,VVETK2A,3033,60
VMCMA3-NA1,1,MERMACA,10,ADETM2A,4874,60
VMCMMS-NA2,1,MERMACA,23,MASMITA,11178,60
VMCNPB-NA2,1,MERMACA,20,PACAB  ,23622,40
VMCNPN-NA2,1,MERMACA,8,POLIC1A,18387,30
VMCNPO-NA2,1,MERMACA,8,PAOJO  ,17183,40
VMCNSB-NA2,1,MERMACA,8,ESTSI2A,17427,60
VNREES-NA2,1,NVAES2A,21,ESTASIA,10747,40
VNREMX-NA2,1,NVAES2A,16,MAINT1A,9601,40
VNRSAL-PT1,1,NVAES2A,35,ALBROCA,38204,40
VESYDB-NA2,1,ESTASIA,32,CAL1C1A,14804,40
VESYER-NA2,1,ESTASIA,30,ESTAPAA,12809,40
VESYE1-NA2,1,ESTASIA,33,ESTLP2A,15676,40
VLARPB-NA2,1,ANDESLA,26,PACAB  ,9490,40
VLARPO-NA2,1,ANDESLA,10,PAOJO  ,2365,40
VLARSB-NA2,1,ANDESLA,14,ESTSI2A,3295,60
VLGKGO-NA2,1,PALAG  ,2,ALLSB1A,0,60
VLIDCP-NA2,1,PUEBL2A,8,CPRAD1A,4973,30
VLIDER-NA2,1,PUEBL2A,7,ESTAPAA,3442,40
VLIDLR-NA2,1,PUEBL2A,2,PUEBL4A,753,60
VLIDPP-NA2,1,PUEBL2A,8,PAPUE  ,3505,40
VLIDXA-NA2,1,PUEBL2A,5,139TM2A,3512,40
VMCNVE-NA2,1,MERMACA,10,VERAN3A,17700,40
VMCOAL-NA1,1,MERMACA,6,ALBROCA,5123,40
VMCOA2-NA1,1,MERMACA,4,AMELI3A,3910,40
VMCOEM-NA1,1,MERMACA,4,ESTAMAA,1141,40
VMCOPH-NA1,1,MERMACA,5,PACUR  ,3655,40
VMCSBV-NA2,1,MERMACA,11,BVVCS1A,10756,40
VMCSCE-NA2,1,MERMACA,12,BVVCS2A,11350,40
VMCSPD-NA2,1,MERMACA,29,PADON  ,30549,40
VNR5PP-NA2,1,NVAES2A,34,PAPUE  ,20655,40
VNR5VL-NA2,1,NVAES2A,33,VERDB2A,18053,40
VNR6P2-NA2,1,NVAES2A,24,ESTAPEA,13395,40
VESYLR-NA2,1,ESTASIA,34,PUEBL4A,15757,60
VESYPP-NA2,1,ESTASIA,39,PAPUE  ,18509,40
VLINAL-NA1,1,PUEBL2A,5,ALBROCA,26521,40
VLINPC-NA1,1,PUEBL2A,11,PACHO  ,28242,40
VLINPH-NA1,1,PUEBL2A,5,PACUR  ,23657,40
VLISBV-NA2,1,PUEBL2A,9,BVVCS1A,10172,40
VLISCE-NA2,1,PUEBL2A,10,BVVCS2A,9817,40
VLISEM-PT1,1,PUEBL2A,17,ESTAMAA,18254,40
VLISPU-PT1,1,PUEBL2A,13,URRACCA,16090,60
VMCSPP-LB2,1,MERMACA,16,PAPUE  ,18599,40
VMC2PC-NA1,1,MERMACA,4,PACHO  ,4709,40
VMC4PT-NA1,1,MERMACA,9,PAICT1A,4923,60
VMNFEP-NA2,1,MOCON1A,22,PODERTA,9601,40
VMNFST-NA2,1,MOCON1A,22,ESTASLA,9395,40
VPBFTE-NA2,1,PACAB  ,22,ESTATCA,10013,40
VPBFTR-NA2,1,PACAB  ,24,TTOTC1A,10669,40
VPBFV1-NA2,1,PACAB  ,11,VALLE1A,6142,30
VPBNAL-NA1,1,PACAB  ,18,ALBROCA,23030,40
VPBNA2-NA1,1,PACAB  ,19,AMELI3A,24227,40
VES1DO-NA2,1,ESTASIA,16,ESTA24A,6284,60
VES1PD-NA2,1,ESTASIA,14,PADON  ,5107,40
VETBL-I,1,VERAN3A,19,ETBVE2A,5768,40
VETBL-R,1,PBAVE1A,18,VERAN3A,5605,40
VLITPD-NA2,1,PUEBL2A,27,PADON  ,13752,40
VLIUVL-NA2,1,PUEBL2A,13,VERDB2A,6184,40
VLIWP2-NA2,1,PUEBL2A,13,ESTAPEA,6074,40
VLPKAL-NA1,1,LPAVA1A,8,ALBROCA,8087,40
VLPKPC-NA1,1,LPAVA1A,5,PACHO  ,6580,40
VLPKPH-NA1,1,LPAVA1A,6,PACUR  ,5382,40
VMNFTE-NA2,1,MOCON1A,22,ESTATCA,9952,40
VMNFV1-NA2,1,MOCON1A,12,VALLE1A,6051,30
VMNNAL-NA1,1,MOCON1A,19,ALBROCA,22939,40
VMNNEM-NA1,1,MOCON1A,27,ESTAMAA,21323,40
VNRSBV-NA2,1,NVAES2A,24,BVVCS1A,26087,40
VNRSCE-NA2,1,NVAES2A,24,BVVCS2A,25568,40
VNRSEM-PT1,1,NVAES2A,32,ESTAMAA,34169,40
VEVAL-DR,1,ALBROCD,48,VERAN3A,24028,40
VEVAL-DI,1,VERAN3A,46,ALBROCD,20019,40
VEVEC-I,1,VERAN3A,39,ESTICAA,12164,40
VLPMMS-NA2,1,LPAVA1A,17,MASMITA,7758,60
VLPNAC-NA2,1,LPAVA1A,8,ESTAN1A,11942,60
VLPNAZ-NA2,1,LPAVA1A,23,EALCDIA,19565,30
VLPNEA-NA2,1,LPAVA1A,30,AMANE1A,21550,40
VLPNM1-NA2,1,LPAVA1A,12,MANOP1A,14883,40
VMNNPC-NA1,1,MOCON1A,25,PACHO  ,24660,40
VMNNPH-NA1,1,MOCON1A,19,PACUR  ,20075,40
VMNRAE-NA2,1,MOCON1A,22,ESTAN2A,8931,60
VMNREC-NA2,1,MOCON1A,2,ESTACAA,683,40
VMNRPB-NA2,1,MOCON1A,2,PACAB  ,885,40
VMNRPO-NA2,1,MOCON1A,20,PAOJO  ,8540,40
VPBDPF-NA2,1,PACAB  ,30,PBAVE1A,14706,40
VPBFEP-NA2,1,PACAB  ,21,PODERTA,9692,40
VPBFM1-NA2,1,PACAB  ,22,MANOP1A,11225,40
VEVEC-R,1,HSBCL3A,39,VERAN3A,13875,40
VE1DDB-NA2,1,ESTLP2A,6,CAL1C1A,3969,40
VE1DER-NA2,1,ESTLP2A,6,ESTAPAA,2717,40
VE1DPP-NA2,1,ESTLP2A,10,PAPUE  ,5719,40
VE1DSP-NA2,1,ESTLP2A,8,AVE3CSA,5608,40
VLPNPB-NA2,1,LPAVA1A,20,PACAB  ,17620,40
VLPNPG-NA2,1,LPAVA1A,9,PAGMN1A,29451,50
VLPNPN-NA2,1,LPAVA1A,8,POLIC1A,12979,30
VLPNPO-NA2,1,LPAVA1A,7,PAOJO  ,11775,40
VLPNPP-NA2,1,LPAVA1A,8,PAPUE  ,21626,40
VLPNPS-NA2,1,LPAVA1A,10,VPESA1A,13218,30
VLPNP2-NA2,1,LPAVA1A,18,ESTAPEA,27194,40
VLPNSB-NA2,1,LPAVA1A,8,ESTSI2A,11425,60
VMNRSB-NA2,1,MOCON1A,19,ESTSI2A,9433,60
VMNXCR-NA2,1,MOCON1A,3,CABTK2A,1953,60
VMNZEA-NA2,1,MOCON1A,12,AMANE1A,4672,40
VMN0AZ-NA2,1,MOCON1A,5,EALCDIA,1771,30
VMN0BN-NA2,1,MOCON1A,22,DONBN2A,9889,60
VPBNA3-NA1,1,PACAB  ,19,ADETM2A,18458,60
VPBNCN-NA1,1,PACAB  ,21,CVANA2A,19397,60
VPBNCV-NA1,1,PACAB  ,20,CRUVHVA,20526,60
VPBNC5-NA1,1,PACAB  ,21,HSBCL3A,20931,60
VE1D99-NA2,1,ESTLP2A,20,SSMTM3A,10968,50
VE1NC5-NA1,1,ESTLP2A,12,HSBCL3A,26644,60
VE1NPC-NA1,1,ESTLP2A,9,PACHO  ,30509,40
VE1NPH-NA1,1,ESTLP2A,8,PACUR  ,25871,40
VE1NVV-NA1,1,ESTLP2A,9,VVETK2A,26228,60
VE1SBV-NA2,1,ESTLP2A,15,BVVCS1A,14324,40
VE1SCE-NA2,1,ESTLP2A,15,BVVCS2A,13805,40
VLPNSI-NA2,1,LPAVA1A,18,YSAJO1A,26981,40
VLPNST-NA2,1,LPAVA1A,16,ESTASLA,15105,40
VLPNS1-NA2,1,LPAVA1A,10,ETAP11A,13353,40
VLPNTE-NA2,1,LPAVA1A,16,ESTATCA,15662,40
VLPNVE-NA2,1,LPAVA1A,9,VERAN3A,12292,40
VLPNV1-NA2,1,LPAVA1A,11,VALLE1A,14779,30
VMN0CH-NA2,1,MOCON1A,40,CHAGR1A,22794,60
VBIJADI-P2,1,BALBO1A,41,PARED2A,19660,60
VM3AP2-NA2,1,MAINT2A,15,ESTAPEA,5416,40
VM3EER-NA2,1,MAINT2A,16,ESTAPAA,7286,40
VNRSPC-PT1,1,NVAES2A,32,PACHO  ,38312,40
VNRSPH-PT1,1,NVAES2A,32,PACUR  ,37008,40
VNRSPU-PT1,1,NVAES2A,28,URRACCA,32005,60
VE1TCA-NA2,1,ESTLP2A,19,PENAB1A,9712,40
VE1TPD-NA2,1,ESTLP2A,27,PADON  ,13027,40
VE1UC1-NA2,1,ESTLP2A,6,CONCE1A,3504,40
VE1UEB-NA2,1,ESTLP2A,16,ETBVE1A,8958,60
VLPSBV-NA2,1,LPAVA1A,8,BVVCS1A,11306,40
VLPSCA-NA2,1,LPAVA1A,19,PENAB1A,27594,40
VLPSCE-NA2,1,LPAVA1A,9,BVVCS2A,11900,40
VLPSCU-CR2,1,LPAVA1A,14,CIRCU2A,20134,40
VLPSC1-CR2,1,LPAVA1A,16,CONCE1A,22523,40
VLPSDB-CR2,1,LPAVA1A,17,CAL1C1A,23048,40
VM3EES-NA2,1,MAINT2A,17,ESTASIA,6404,40
VM3SAL-PT1,1,MAINT2A,24,ALBROCA,30807,40
VM3SBV-NA2,1,MAINT2A,15,BVVCS1A,18418,40
VM3SCE-NA2,1,MAINT2A,15,BVVCS2A,17899,40
VM3SEM-PT1,1,MAINT2A,23,ESTAMAA,26500,40
VERSPC-PT1,1,ESTAPAA,23,PACHO  ,26193,40
VERSPH-PT1,1,ESTAPAA,24,PACUR  ,25561,40
VERSPU-PT1,1,ESTAPAA,19,URRACCA,19886,60
VERTCA-NA2,1,ESTAPAA,17,PENAB1A,7985,40
VE1WP2-NA2,1,ESTLP2A,13,ESTAPEA,5434,40
VE1WSI-NA2,1,ESTLP2A,13,YSAJO1A,5230,40
VE2TPP-NA2,1,ESTLP1A,8,PAPUE  ,3461,40
VE3CE4-NA1,1,ESTICAA,7,ESTVARA,5699,40
VE3KAL-NA1,1,ESTICAA,8,ALBROCA,7855,40
VE3MED-NA1,1,ESTICAA,6,DORAD1A,4255,60
VE3NAC-NA2,1,ESTICAA,8,ESTAN1A,13428,60
VLPSEB-NA2,1,LPAVA1A,14,ETBVE1A,14999,60
VLPSER-CR2,1,LPAVA1A,22,ESTAPAA,22827,40
VLPSET-NA1,1,LPAVA1A,11,COEST1A,14109,60
VLPSPD-NA2,1,LPAVA1A,26,PADON  ,31099,40
VLPSSP-LB2,1,LPAVA1A,10,AVE3CSA,17144,40
VLP4EM-NA1,1,LPAVA1A,6,ESTAMAA,4582,40
